2018.7.4,14:38:42,50134,CE-28-66-01-0B-00-12-E0,8347,1
2018.7.4,14:38:46,50151,CE-28-66-01-0B-00-12-E0,12012,1
2018.7.4,14:38:49,50121,CE-28-66-01-0B-00-12-E0,15109,1
2018.7.4,14:38:52,50135,CE-28-66-01-0B-00-12-E0,18472,1
2018.7.4,14:38:55,50149,CE-28-66-01-0B-00-12-E0,21204,1
2018.7.4,14:38:57,50150,CE-28-66-01-0B-00-12-E0,23382,1
2018.7.4,14:39:05,50136,CE-28-66-01-0B-00-12-E0,31652,1
2018.7.4,14:39:12,50120,CE-28-66-01-0B-00-12-E0,38625,1
2018.7.4,14:39:13,50120,CE-28-66-01-0B-00-12-E0,39034,0
2018.7.4,14:39:27,50145,CE-28-66-01-0B-00-12-E0,53599,1
2018.7.4,14:39:29,50132,CE-28-66-01-0B-00-12-E0,55666,1
2018.7.4,14:39:31,50130,CE-28-66-01-0B-00-12-E0,57234,1
2018.7.4,14:39:32,50124,CE-28-66-01-0B-00-12-E0,58586,1
2018.7.4,14:39:34,50144,CE-28-66-01-0B-00-12-E0,60686,1
2018.7.4,14:39:36,50140,CE-28-66-01-0B-00-12-E0,62090,1
2018.7.4,14:39:38,50128,CE-28-66-01-0B-00-12-E0,63819,1
2018.7.4,14:39:39,50125,CE-28-66-01-0B-00-12-E0,65751,1
2018.7.4,14:43:20,50145,D5-2B-66-01-0B-00-12-E0,285843,1
2018.7.4,14:43:47,50145,D5-2B-66-01-0B-00-12-E0,313593,0
2018.7.4,14:43:48,50145,D5-2B-66-01-0B-00-12-E0,314057,0
2018.7.4,14:43:48,50145,D5-2B-66-01-0B-00-12-E0,314483,0
2018.7.4,14:43:49,50145,D5-2B-66-01-0B-00-12-E0,314875,0
2018.7.4,14:43:49,50145,D5-2B-66-01-0B-00-12-E0,315301,0
2018.7.4,14:43:49,50145,D5-2B-66-01-0B-00-12-E0,315693,0
2018.7.4,14:43:57,50145,D5-2B-66-01-0B-00-12-E0,322859,0
2018.7.4,14:44:24,50145,D5-2B-66-01-0B-00-12-E0,350651,0
2018.7.4,14:44:25,50145,D5-2B-66-01-0B-00-12-E0,351034,0
2018.7.4,14:44:25,50145,D5-2B-66-01-0B-00-12-E0,351449,0
2018.7.4,14:44:26,50145,D5-2B-66-01-0B-00-12-E0,351864,0
2018.7.4,14:44:27,50145,D5-2B-66-01-0B-00-12-E0,353736,0
2018.7.4,14:44:28,50145,D5-2B-66-01-0B-00-12-E0,354115,0
2018.7.4,14:44:29,50145,D5-2B-66-01-0B-00-12-E0,355224,0
2018.7.4,14:44:29,50145,D5-2B-66-01-0B-00-12-E0,355642,0
2018.7.4,14:44:30,50145,D5-2B-66-01-0B-00-12-E0,356092,0
2018.7.4,14:44:30,50145,D5-2B-66-01-0B-00-12-E0,356514,0
2018.7.4,14:44:31,50145,D5-2B-66-01-0B-00-12-E0,356896,0
2018.7.4,14:44:31,50145,D5-2B-66-01-0B-00-12-E0,357318,0
2018.7.4,14:44:31,50145,D5-2B-66-01-0B-00-12-E0,357745,0
2018.7.4,14:44:35,50145,D5-2B-66-01-0B-00-12-E0,361007,0
2018.7.4,14:44:35,50145,D5-2B-66-01-0B-00-12-E0,361383,0
2018.7.4,14:44:36,50145,D5-2B-66-01-0B-00-12-E0,361784,0
2018.7.4,14:44:36,50145,D5-2B-66-01-0B-00-12-E0,362218,0
2018.7.4,14:45:05,50134,36-2E-66-01-0B-00-12-E0,390991,1
2018.7.4,14:45:07,50145,D5-2B-66-01-0B-00-12-E0,393276,1
2018.7.4,14:45:07,50145,D5-2B-66-01-0B-00-12-E0,393710,0
2018.7.4,14:45:09,50145,D5-2B-66-01-0B-00-12-E0,395154,0
2018.7.4,14:45:09,50145,D5-2B-66-01-0B-00-12-E0,395554,0
2018.7.4,14:45:10,50145,D5-2B-66-01-0B-00-12-E0,395987,0
2018.7.4,14:45:10,50145,D5-2B-66-01-0B-00-12-E0,396421,0
2018.7.4,14:45:11,50145,D5-2B-66-01-0B-00-12-E0,396820,0
2018.7.4,14:45:11,50145,D5-2B-66-01-0B-00-12-E0,397220,0
2018.7.4,14:45:15,50128,D6-2B-66-01-0B-00-12-E0,400979,1
2018.7.4,14:45:15,50128,D6-2B-66-01-0B-00-12-E0,401570,0
2018.7.4,14:45:16,50128,D6-2B-66-01-0B-00-12-E0,402160,0
2018.7.4,14:45:17,50128,D6-2B-66-01-0B-00-12-E0,402781,0
2018.7.4,14:45:17,50128,D6-2B-66-01-0B-00-12-E0,403402,0
2018.7.4,14:45:18,50128,D6-2B-66-01-0B-00-12-E0,404016,0
2018.7.4,14:45:18,50128,D6-2B-66-01-0B-00-12-E0,404633,0
2018.7.4,14:45:19,50128,D6-2B-66-01-0B-00-12-E0,405256,0
2018.7.4,14:45:20,50128,D6-2B-66-01-0B-00-12-E0,405880,0
2018.7.4,14:45:20,50128,D6-2B-66-01-0B-00-12-E0,406506,0
2018.7.4,14:45:21,50128,D6-2B-66-01-0B-00-12-E0,407121,0
2018.7.4,14:45:21,50128,D6-2B-66-01-0B-00-12-E0,407739,0
2018.7.4,14:45:22,50145,D5-2B-66-01-0B-00-12-E0,408289,0
2018.7.4,14:45:22,50128,D6-2B-66-01-0B-00-12-E0,408361,0
2018.7.4,14:45:23,50134,36-2E-66-01-0B-00-12-E0,409392,0
